Function Name,Number of Calls,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Avg Elapsed Inclusive Time,Avg Elapsed Exclusive Time,Module Name
SmsFeedback_Take4.Utilities.SwitchLanguageHelper.Language.set_IsSelected(bool),12,0,0,0.01,0.01,SmsFeedback_Take4.dll
VirtCall:<>f__AnonymousType3`1.get_Date(),2,0,0,0.03,0.03,SmsFeedback_Take4.dll
System.Web.HttpRequestBase.get_QueryString(),12,0,0,0.01,0.01,System.Web.dll
System.DateTime.AddHours(float64),24,0,0,0,0,mscorlib.dll
System.Web.UI.HtmlControls.HtmlLink..ctor(),2,0,0,0.03,0.03,System.Web.dll
"Microsoft.VisualStudio.Web.PageInspector.Runtime.WebForms.TraceData..ctor(string,int32,int32,bool)",198,0,0,0,0,Microsoft.VisualStudio.Web.PageInspector.Runtime.dll
MoveNext(),800,0,0,0,0,SmsFeedback_Take4.dll
"System.String.Concat(string,string)",547,0,0,0,0,mscorlib.dll
"SmsFeedback_Take4.Controllers.ReportsController.GetNoOfNewClientsInfo(string,string,string,string)",1,0.12,0,70.04,0.06,SmsFeedback_Take4.dll
System.Web.Mvc.Controller.get_Url(),15,0,0,0,0,System.Web.Mvc.dll
SmsFeedback_Take4.Utilities.SwitchLanguageHelper.Language.set_Url(string),12,0,0,0.01,0.01,SmsFeedback_Take4.dll
VirtCall:<>f__AnonymousType8`2.get_eventType(),1,0,0,0.06,0.06,SmsFeedback_Take4.dll
System.Collections.Generic.IEnumerable`1.GetEnumerator(),3,0,0,0.02,0.02,mscorlib.dll
VirtCall:<>f__AnonymousType0`2.get_date(),2,0,0,0.03,0.03,SmsFeedback_Take4.dll
<>f__AnonymousTypea`1.GetHashCode(),4,0,0,0.02,0.02,SmsFeedback_Take4.dll
"System.DateTime.op_LessThan(valuetype System.DateTime,valuetype System.DateTime)",616,0,0,0,0,mscorlib.dll
"System.DateTime.op_GreaterThan(valuetype System.DateTime,valuetype System.DateTime)",582,0,0,0,0,mscorlib.dll
System.Web.UI.IParserAccessor.AddParsedSubObject(object),6,0,0,0.01,0.01,System.Web.dll
VirtCall:<>f__AnonymousType0`2.get_count(),18,0,0,0,0,SmsFeedback_Take4.dll
System.Web.Mvc.Controller.get_ModelState(),1,0,0,0.06,0.06,System.Web.Mvc.dll
"System.Web.UI.Control.BeginRenderTracing(class System.IO.TextWriter,object)",60,0,0,0,0,System.Web.dll
"SmsFeedback_Take4.Models.Helpers.ReportSection..ctor(string,bool,class System.Collections.Generic.IEnumerable`1<class SmsFeedback_Take4.Models.Helpers.ReportResource>,string,string)",90,0,0,0,0,SmsFeedback_Take4.dll
"Microsoft.VisualStudio.Web.PageInspector.Runtime.WebForms.TraceData..ctor(string,int32,int32,bool)",168,0,0,0,0,Microsoft.VisualStudio.Web.PageInspector.Runtime.dll
System.Web.Routing.RouteValueDictionary.get_Item(string),86,0,0,0,0,System.Web.dll
ASP.global_asax..ctor(),6,0,0,0.09,0.01,App_global.asax.x184vxen.dll
VirtCall:<>f__AnonymousType5`2.get_count(),1,0,0,0.06,0.06,SmsFeedback_Take4.dll
System.Collections.Generic.IEnumerable`1.GetEnumerator(),170,0,0,0,0,mscorlib.dll
SmsFeedback_Take4.Controllers.ReportsController..ctor(),31,0,0,0.04,0,SmsFeedback_Take4.dll
"System.Linq.Enumerable.Skip(class System.Collections.Generic.IEnumerable`1<!!0>,int32)",1,0,0,0.05,0.05,System.Core.dll
SmsFeedback_Take4.Models.ConvTag.set_CompanyName(string),2,0,0,0.03,0.03,SmsFeedback_Take4.dll
SmsFeedback_EFModels.Client.get_isSupportClient(),280,0,0,0,0,SmsFeedback_EFModels.dll
System.Web.UI.MasterPage.get_ContentTemplates(),24,0,0,0,0,System.Web.dll
"System.Linq.Expressions.Expression.New(class System.Reflection.ConstructorInfo,class System.Linq.Expressions.Expression[])",9,0,0,0.01,0.01,System.Core.dll
"System.Linq.Expressions.Expression.Field(class System.Linq.Expressions.Expression,class System.Reflection.FieldInfo)",52,0,0,0,0,System.Core.dll
System.Web.Mvc.ViewUserControl..ctor(),2,0,0,0.02,0.02,System.Web.Mvc.dll
System.Collections.Generic.IEnumerable`1.GetEnumerator(),12,0,0,0,0,mscorlib.dll
"ASP.views_shared_site_master.__Render__control1(class System.Web.UI.HtmlTextWriter,class System.Web.UI.Control)",2,0.14,0,41.34,0.02,App_Web_e03r53wt.dll
"System.String.Concat(string,string,string)",421,0,0,0,0,mscorlib.dll
ASP.views_shared_site_master..ctor(),2,0,0,0.17,0.02,App_Web_e03r53wt.dll
SmsFeedback_Take4.Models.ConvTag.set_IsDefault(bool),2,0,0,0.02,0.02,SmsFeedback_Take4.dll
"ASP.views_shared_site_master.__Render__control2(class System.Web.UI.HtmlTextWriter,class System.Web.UI.Control)",2,0.04,0,12.56,0.02,App_Web_e03r53wt.dll
System.Collections.Generic.List`1..ctor(),1,0,0,0.05,0.05,mscorlib.dll
SmsFeedback_Take4.Utilities.SwitchLanguageHelper.Language.set_ActionName(string),12,0,0,0,0,SmsFeedback_Take4.dll
SmsFeedback_Take4.Models.ConvTag.set_Name(string),2,0,0,0.02,0.02,SmsFeedback_Take4.dll
SmsFeedback_Take4.Utilities.SwitchLanguageHelper.Language.set_ControllerName(string),12,0,0,0,0,SmsFeedback_Take4.dll
SmsFeedback_Take4.Utilities.SwitchLanguageHelper.Language.set_RouteValues(class System.Web.Routing.RouteValueDictionary),12,0,0,0,0,SmsFeedback_Take4.dll
get_Current(),608,0,0,0,0,SmsFeedback_Take4.dll
System.Guid.NewGuid(),90,0,0,0,0,mscorlib.dll
System.Web.UI.Page.GetWrappedFileDependencies(string[]),1,0,0,0.04,0.04,System.Web.dll
System.Web.HttpUtility.HtmlEncode(string),57,0,0,0,0,System.Web.dll
SmsFeedback_Take4.Models.ConvTag.set_Description(string),2,0,0,0.02,0.02,SmsFeedback_Take4.dll
System.Collections.Generic.IEnumerator`1.get_Current(),58,0,0,0,0,mscorlib.dll
SmsFeedback_EFModels.Message.get_ResponseTime(),493,0,0,0,0,SmsFeedback_EFModels.dll
System.Collections.Generic.EqualityComparer`1.get_Default(),28,0,0,0,0,mscorlib.dll
System.IO.TextWriter.Write(string),55,0,0,0,0,mscorlib.dll
System.Web.UI.Page.InitializeCulture(),1,0,0,0.04,0.04,System.Web.dll
System.String.Concat(object[]),65,0,0,0,0,mscorlib.dll
"System.Web.UI.Control.EndRenderTracing(class System.IO.TextWriter,object)",57,0,0,0,0,System.Web.dll
ASP.views_account_logon_aspx..ctor(),1,0.01,0,3.94,0.04,App_Web_q5vesloz.dll
"System.Web.UI.Control.BeginRenderTracing(class System.IO.TextWriter,object)",57,0,0,0,0,System.Web.dll
"System.Object.ReferenceEquals(object,object)",306,0,0,0,0,mscorlib.dll
System.Linq.Expressions.Expression.Constant(object),52,0,0,0,0,System.Core.dll
System.Collections.Generic.List`1..ctor(),6,0,0,0.01,0.01,mscorlib.dll
System.Web.Mvc.HtmlHelper.get_RouteCollection(),12,0,0,0,0,System.Web.Mvc.dll
System.Collections.Generic.IEnumerable`1.GetEnumerator(),1,0,0,0.03,0.03,mscorlib.dll
System.Web.Mvc.ViewPage.get_Url(),15,0,0,0,0,System.Web.Mvc.dll
"ASP.views_home_index_aspx.__RenderContent3(class System.Web.UI.HtmlTextWriter,class System.Web.UI.Control)",1,0,0,1.79,0.03,App_Web_4yrxnmfm.dll
System.Collections.Generic.IEnumerable`1.GetEnumerator(),56,0,0,0,0,mscorlib.dll
"System.Reflection.MethodBase.GetMethodFromHandle(valuetype System.RuntimeMethodHandle,valuetype System.RuntimeTypeHandle)",8,0,0,0,0,mscorlib.dll
ASP.views_home_index_aspx..ctor(),1,0,0,0.06,0.03,App_Web_4yrxnmfm.dll
ASP.views_reports_index_aspx..ctor(),1,0,0,0.05,0.03,App_Web_jivbjkeg.dll
System.Web.Mvc.UrlHelper.Content(string),3,0,0,0.01,0.01,System.Web.Mvc.dll
System.Collections.Generic.IEnumerable`1.GetEnumerator(),55,0,0,0,0,mscorlib.dll
System.Text.RegularExpressions.GroupCollection.get_Item(int32),130,0,0,0,0,System.dll
System.Collections.Generic.IEnumerator`1.get_Current(),52,0,0,0,0,mscorlib.dll
"ASP.views_home_index_aspx.__RenderContent2(class System.Web.UI.HtmlTextWriter,class System.Web.UI.Control)",1,0,0,2.52,0.03,App_Web_4yrxnmfm.dll
SmsFeedback_Take4.Controllers.ReportsController.<>c__DisplayClassd4.<GetAvgNoOfTagsPerConversationInfo>b__ce(class SmsFeedback_EFModels.Conversation),112,0,0,0,0,SmsFeedback_Take4.dll
System.Collections.Generic.List`1..ctor(),8,0,0,0,0,mscorlib.dll
System.Web.HttpCookie.get_Value(),35,0,0,0,0,System.Web.dll
System.Collections.Generic.IEnumerator`1.get_Current(),272,0,0,0,0,mscorlib.dll
System.Collections.IDictionary.get_Item(object),12,0,0,0,0,mscorlib.dll
System.Web.UI.IParserAccessor.AddParsedSubObject(object),4,0,0,0.01,0.01,System.Web.dll
System.Text.RegularExpressions.Regex.Matches(string),66,0,0,0,0,System.dll
System.Collections.Generic.List`1.Add(!0),196,0,0,0,0,mscorlib.dll
"System.Func`2..ctor(object,native int)",86,0,0,0,0,mscorlib.dll
System.Threading.Thread.get_CurrentUICulture(),56,0,0,0,0,mscorlib.dll
System.Collections.Generic.List`1..ctor(),1,0,0,0.02,0.02,mscorlib.dll
System.Web.Routing.RouteData.GetRequiredString(string),32,0,0,0,0,System.Web.dll
System.Collections.Generic.List`1..ctor(),153,0,0,0,0,mscorlib.dll
"Microsoft.VisualStudio.Web.PageInspector.Runtime.WebForms.TraceData..ctor(string,int32,int32,bool)",57,0,0,0,0,Microsoft.VisualStudio.Web.PageInspector.Runtime.dll
"System.Web.Mvc.TagBuilder.MergeAttribute(string,string)",38,0,0,0,0,System.Web.WebPages.dll
System.Text.RegularExpressions.Match.get_Groups(),130,0,0,0,0,System.dll
SmsFeedback_Take4.Controllers.ReportsController.<>c__DisplayClass6a.<GetNewVsReturningClientsChartSource>b__40(class SmsFeedback_EFModels.Conversation),56,0,0,0,0,SmsFeedback_Take4.dll
System.Web.HttpUtility.HtmlEncode(string),34,0,0,0,0,System.Web.dll
MoveNext(),198,0,0,0,0,SmsFeedback_Take4.dll
get_HasValue(),272,0,0,0,0,SmsFeedback_Take4.dll
System.Web.HttpContextBase.get_Request(),55,0,0,0,0,System.Web.dll
get_Value(),221,0,0,0,0,SmsFeedback_Take4.dll
System.Type.GetTypeFromHandle(valuetype System.RuntimeTypeHandle),139,0,0,0,0,mscorlib.dll
System.Collections.Generic.List`1.GetEnumerator(),192,0,0,0,0,mscorlib.dll
"System.Func`2..ctor(object,native int)",52,0,0,0,0,mscorlib.dll
"ASP.views_home_index_aspx.__RenderContent5(class System.Web.UI.HtmlTextWriter,class System.Web.UI.Control)",1,0,0,1.63,0.02,App_Web_4yrxnmfm.dll
"ASP.views_reports_index_aspx.__RenderContent2(class System.Web.UI.HtmlTextWriter,class System.Web.UI.Control)",1,0,0,1.73,0.02,App_Web_jivbjkeg.dll
System.Globalization.CultureInfo.get_Name(),56,0,0,0,0,mscorlib.dll
SmsFeedback_Take4.Models.EFSmsRepository.<GetConversationsForNumbers>b__2(class SmsFeedback_Take4.Models.SmsMessage),112,0,0,0,0,SmsFeedback_Take4.dll
System.Collections.Generic.IEnumerable`1.GetEnumerator(),12,0,0,0,0,mscorlib.dll
System.Web.Mvc.ViewPage`1..ctor(),1,0,0,0.02,0.02,System.Web.Mvc.dll
System.DateTime.get_Date(),26,0,0,0,0,mscorlib.dll
"System.String.Replace(string,string)",66,0,0,0,0,mscorlib.dll
System.Web.Mvc.TagBuilder..ctor(string),32,0,0,0,0,System.Web.WebPages.dll
"System.Linq.Expressions.Expression.Parameter(class System.Type,string)",6,0,0,0,0,System.Core.dll
"System.Web.UI.IAttributeAccessor.SetAttribute(string,string)",14,0,0,0,0,System.Web.dll
System.Globalization.CultureInfo.get_InvariantCulture(),48,0,0,0,0,mscorlib.dll
System.Web.HttpContextBase.get_Response(),44,0,0,0,0,System.Web.dll
get_Current(),192,0,0,0,0,SmsFeedback_Take4.dll
System.Collections.Generic.ICollection`1.get_Count(),4,0,0,0,0,mscorlib.dll
System.Web.HttpContext.get_Current(),66,0,0,0,0,System.Web.dll
"ASP.views_home_index_aspx.__RenderContent4(class System.Web.UI.HtmlTextWriter,class System.Web.UI.Control)",1,0,0,1.05,0.01,App_Web_4yrxnmfm.dll
get_Value(),192,0,0,0,0,SmsFeedback_Take4.dll
System.Text.RegularExpressions.Capture.get_Value(),65,0,0,0,0,System.dll
System.Web.Mvc.ViewPage`1..ctor(),1,0,0,0.01,0.01,System.Web.Mvc.dll
"System.Linq.Expressions.Expression.Equal(class System.Linq.Expressions.Expression,class System.Linq.Expressions.Expression)",7,0,0,0,0,System.Core.dll
System.Collections.Generic.EqualityComparer`1.GetHashCode(!0),28,0,0,0,0,mscorlib.dll
System.Threading.Thread.get_CurrentThread(),100,0,0,0,0,mscorlib.dll
SmsFeedback_Take4.Controllers.ReportsController.<>c__DisplayClassd8.<GetNoOfNewClientsInfo>b__d6(class SmsFeedback_EFModels.Conversation),56,0,0,0,0,SmsFeedback_Take4.dll
System.Web.Routing.RouteData.get_Values(),109,0,0,0,0,System.Web.dll
System.Collections.Generic.ICollection`1.get_Count(),4,0,0,0,0,mscorlib.dll
SmsFeedback_Take4.Controllers.ReportsController.Dispose(bool),31,0,0,0.01,0,SmsFeedback_Take4.dll
"SmsFeedback_Take4.Utilities.ViewExtensionMethods.UpdatedResourceLink(class System.Web.Mvc.UrlHelper,string)",26,0,0,0.09,0,SmsFeedback_Take4.dll
"ASP.views_reports_index_aspx.__RenderContent3(class System.Web.UI.HtmlTextWriter,class System.Web.UI.Control)",1,0,0,0.9,0.01,App_Web_jivbjkeg.dll
System.Security.Principal.IPrincipal.IsInRole(string),1,0,0,0.01,0.01,mscorlib.dll
System.Random.Next(int32),70,0,0,0,0,mscorlib.dll
System.Collections.IList.Add(object),12,0,0,0,0,mscorlib.dll
"SmsFeedback_Take4.Utilities.ViewExtensionMethods.UpdatedResourceLink(class System.Web.Mvc.UrlHelper,string)",18,0,0,0.13,0,SmsFeedback_Take4.dll
System.Collections.Generic.List`1.Contains(!0),9,0,0,0,0,mscorlib.dll
"ASP.views_account_logon_aspx.__Render__control2(class System.Web.UI.HtmlTextWriter,class System.Web.UI.Control)",1,0.24,0,138,0.01,App_Web_q5vesloz.dll
System.DateTime.AddDays(float64),94,0,0,0,0,mscorlib.dll
System.Web.HttpContext.get_Server(),66,0,0,0,0,System.Web.dll
System.Web.Mvc.ControllerContext.get_RouteData(),44,0,0,0,0,System.Web.Mvc.dll
System.Collections.Generic.EqualityComparer`1.get_Default(),14,0,0,0,0,mscorlib.dll
"Microsoft.VisualStudio.Web.PageInspector.Runtime.WebForms.TraceData..ctor(int32,int32,bool)",26,0,0,0,0,Microsoft.VisualStudio.Web.PageInspector.Runtime.dll
System.Collections.Generic.IEnumerable`1.GetEnumerator(),52,0,0,0,0,mscorlib.dll
<>f__AnonymousTypec`3.GetHashCode(),8,0,0,0.02,0,SmsFeedback_Take4.dll
System.Web.UI.TemplateControl.set_AppRelativeVirtualPath(string),4,0,0,0,0,System.Web.dll
"System.String.Equals(string,valuetype System.StringComparison)",12,0,0,0,0,mscorlib.dll
System.Collections.Generic.IEnumerator`1.get_Current(),18,0,0,0,0,mscorlib.dll
"ASP.views_shared_logonusercontrol_ascx.__Render__control1(class System.Web.UI.HtmlTextWriter,class System.Web.UI.Control)",2,0,0,0.99,0,App_Web_e03r53wt.dll
System.DateTime.AddSeconds(float64),24,0,0,0,0,mscorlib.dll
"System.Linq.Expressions.Expression.Condition(class System.Linq.Expressions.Expression,class System.Linq.Expressions.Expression,class System.Linq.Expressions.Expression)",8,0,0,0,0,System.Core.dll
SmsFeedback_Take4.Controllers.XmppController.GetConnectionDetailsForLoggedInUser(),2,1.2,0,345,0,SmsFeedback_Take4.dll
System.DateTime.AddMinutes(float64),24,0,0,0,0,mscorlib.dll
System.Web.HttpUtility.HtmlEncode(object),46,0,0,0,0,System.Web.dll
SmsFeedback_Take4.Utilities.CustomAuthorizeAtribute..ctor(),7,0,0,0.3,0,SmsFeedback_Take4.dll
SmsFeedback_Take4.Models.Helpers.ChartValue.set_value(int32),84,0,0,0,0,SmsFeedback_Take4.dll
System.Web.Mvc.HtmlHelper.get_ViewContext(),82,0,0,0,0,System.Web.Mvc.dll
"SmsFeedback_Take4.Models.Helpers.Report..ctor(int32,string,string,class System.Collections.Generic.IEnumerable`1<class SmsFeedback_Take4.Models.Helpers.ReportSection>)",25,0,0,0,0,SmsFeedback_Take4.dll
"SmsFeedback_Take4.Utilities.ViewExtensionMethods.UpdatedResourceLink(class System.Web.Mvc.UrlHelper,string)",16,0,0,0.12,0,SmsFeedback_Take4.dll
System.Collections.Generic.IEnumerator`1.get_Current(),6,0,0,0,0,mscorlib.dll
System.Web.HttpUtility.HtmlEncode(string),8,0,0,0,0,System.Web.dll
"System.Func`2..ctor(object,native int)",25,0,0,0,0,mscorlib.dll
SmsFeedback_Take4.Controllers.ConversationsController..ctor(),4,0,0,0.04,0,SmsFeedback_Take4.dll
"System.Linq.Expressions.Expression.Constant(object,class System.Type)",15,0,0,0,0,System.Core.dll
System.Web.UI.HtmlControls.HtmlLink.set_Href(string),6,0,0,0,0,System.Web.dll
System.Collections.Generic.List`1.GetEnumerator(),6,0,0,0,0,mscorlib.dll
"System.Web.UI.Page.AddContentTemplate(string,class System.Web.UI.ITemplate)",5,0,0,0,0,System.Web.dll
System.Web.UI.Page.set_MasterPageFile(string),1,0,0,0.01,0.01,System.Web.dll
"System.Web.Mvc.Html.LinkHelper.MenuLinkForMessages(class System.Web.Mvc.HtmlHelper,string,string,string,string)",2,0,0,0.12,0,SmsFeedback_Take4.dll
SmsFeedback_Take4.MvcApplication.RegisterRoutes(class System.Web.Routing.RouteCollection),1,0.05,0,25.92,0.01,SmsFeedback_Take4.dll
System.Web.HttpUtility.HtmlEncode(object),19,0,0,0,0,System.Web.dll
"SmsFeedback_Take4.Models.Helpers.RepDataColumn..ctor(string,string,string)",25,0,0,0,0,SmsFeedback_Take4.dll
<>f__AnonymousTypeb`2.GetHashCode(),4,0,0,0,0,SmsFeedback_Take4.dll
System.Collections.Generic.EqualityComparer`1.get_Default(),8,0,0,0,0,mscorlib.dll
SmsFeedback_Take4.Controllers.ConversationsController.get_SMSRepository(),6,0,0,0,0,SmsFeedback_Take4.dll
SmsFeedback_Take4.Controllers.MessagesController..ctor(),2,0.13,0,37.81,0,SmsFeedback_Take4.dll
System.Collections.Generic.IEnumerable`1.GetEnumerator(),2,0,0,0,0,mscorlib.dll
System.Collections.Generic.Dictionary`2..ctor(),5,0,0,0,0,mscorlib.dll
System.Web.UI.ControlCollection.get_Item(int32),18,0,0,0,0,System.Web.dll
System.Collections.Generic.Dictionary`2.GetEnumerator(),6,0,0,0,0,mscorlib.dll
"SmsFeedback_Take4.Controllers.ReportsController.GetAvgNoOfOutgoingSmsPerClientInfo(string,string,string,string,string)",1,2.2,0,"1,265.71",0,SmsFeedback_Take4.dll
System.Web.Mvc.ViewPage.get_Url(),37,0,0,0,0,System.Web.Mvc.dll
System.Web.Mvc.TagBuilder.AddCssClass(string),4,0,0,0,0,System.Web.WebPages.dll
System.Collections.Generic.List`1.Add(!0),13,0,0,0,0,mscorlib.dll
"System.Func`2..ctor(object,native int)",18,0,0,0,0,mscorlib.dll
System.Security.Principal.IIdentity.get_Name(),2,0,0,0,0,mscorlib.dll
"System.String.Substring(int32,int32)",9,0,0,0,0,mscorlib.dll
System.Collections.Generic.IEnumerator`1.get_Current(),4,0,0,0,0,mscorlib.dll
System.Collections.Generic.Dictionary`2.GetEnumerator(),2,0,0,0,0,mscorlib.dll
System.Web.Mvc.TagBuilder.GenerateId(string),2,0,0,0,0,System.Web.WebPages.dll
System.Web.HttpUtility.HtmlEncode(object),17,0,0,0,0,System.Web.dll
ASP.views_home_index_aspx.__BuildControlTree(class ASP.views_home_index_aspx),1,0,0,1.21,0,App_Web_4yrxnmfm.dll
System.Web.UI.Control.get_Controls(),18,0,0,0,0,System.Web.dll
System.Web.Mvc.Controller.Dispose(bool),42,0,0,0,0,System.Web.Mvc.dll
System.Collections.Generic.IEnumerator`1.get_Current(),2,0,0,0,0,mscorlib.dll
"SmsFeedback_Take4.Controllers.ReportsController.GetAvgNoOfIncomingSmsPerClientInfo(string,string,string,string,string)",1,2.19,0,"1,255.69",0,SmsFeedback_Take4.dll
System.Web.UI.Control.SetRenderMethodDelegate(class System.Web.UI.RenderMethod),6,0,0,0,0,System.Web.dll
Resources.Global.get_RepTotalNoOfClients(),15,0,0,0,0,SmsFeedback_Take4.dll
"SmsFeedback_Take4.Utilities.ViewExtensionMethods.ImageLink(class System.Web.Mvc.UrlHelper,string,string,string,string,string,object,string)",2,0,0,0.16,0,SmsFeedback_Take4.dll
System.Web.UI.Page.FrameworkInitialize(),1,0,0,0,0,System.Web.dll
<>f__AnonymousType0`2.GetHashCode(),8,0,0,0,0,App_Web_q5vesloz.dll
System.Web.UI.Page.AddWrappedFileDependencies(object),1,0,0,0,0,System.Web.dll
SmsFeedback_Take4.Utilities.ConversationUtilities.CleanUpPhoneNumber(string),2,0,0,1.32,0,SmsFeedback_Take4.dll
"SmsFeedback_Take4.MvcLocalization.Models.LocalizationDisplayNameAttribute..ctor(string,class System.Type)",3,0,0,0.26,0,SmsFeedback_Take4.dll
"SmsFeedback_Take4.Controllers.AccountController.LogOn(class SmsFeedback_Take4.Models.LogOnModel,string)",1,5.35,0,"3,075.75",0,SmsFeedback_Take4.dll
SmsFeedback_Take4.Controllers.MessagesController.SMSSSubscriptionStatus(),2,1.55,0,445.16,0,SmsFeedback_Take4.dll
System.Collections.Generic.Dictionary`2.get_Item(!0),5,0,0,0,0,mscorlib.dll
"System.String.Join(string,string[])",2,0,0,0,0,mscorlib.dll
Resources.Global.get_LogOnModel_UserName_DisplayName(),4,0,0,0.01,0,SmsFeedback_Take4.dll
System.Web.HttpRequest.get_IsAuthenticated(),2,0,0,0,0,System.Web.dll
"System.Linq.Expressions.Expression.AndAlso(class System.Linq.Expressions.Expression,class System.Linq.Expressions.Expression)",6,0,0,0,0,System.Core.dll
ASP.views_account_logon_aspx.__BuildControl__control3(),1,0.01,0,4.06,0,App_Web_q5vesloz.dll
"System.String.Join(string,class System.Collections.Generic.IEnumerable`1<string>)",1,0,0,0,0,mscorlib.dll
System.TimeSpan.get_Days(),13,0,0,0,0,mscorlib.dll
System.Web.Mvc.ControllerBase.get_ViewData(),3,0,0,0,0,System.Web.Mvc.dll
MoveNext(),4,0,0,0,0,SmsFeedback_Take4.dll
System.Collections.Specialized.NameObjectCollectionBase.GetEnumerator(),12,0,0,0,0,System.dll
System.Web.UI.Page.AddWrappedFileDependencies(object),1,0,0,0,0,System.Web.dll
System.Collections.Generic.EqualityComparer`1.GetHashCode(!0),14,0,0,0,0,mscorlib.dll
Resources.Global.get_RepClients(),6,0,0,0.01,0,SmsFeedback_Take4.dll
System.Security.Principal.IPrincipal.get_Identity(),2,0,0,0,0,mscorlib.dll
"SmsFeedback_Take4.Models.Helpers.RepInfoBox..ctor(object,string)",15,0,0,0,0,SmsFeedback_Take4.dll
System.DateTime.Subtract(valuetype System.DateTime),13,0,0,0,0,mscorlib.dll
"SmsFeedback_Take4.Utilities.ViewExtensionMethods.ImageLink(class System.Web.Mvc.HtmlHelper,string,string,object,object,string,bool)",8,0,0,0.06,0,SmsFeedback_Take4.dll
SmsFeedback_Take4.Controllers.ConversationsController.Dispose(bool),4,0,0,0.01,0,SmsFeedback_Take4.dll
SmsFeedback_Take4.Controllers.ErrorLogController..ctor(),2,0,0,0,0,SmsFeedback_Take4.dll
"SmsFeedback_Take4.Controllers.ReportsController.GetMostUsedTagsInfo(string,string,string,string,string)",1,2.96,0,"1,702.00",0,SmsFeedback_Take4.dll
Resources.Global.get_RepOverview(),6,0,0,0.01,0,SmsFeedback_Take4.dll
ASP.views_shared_site_master.__BuildControlFilterArea(),2,0,0,0.06,0,App_Web_e03r53wt.dll
ASP.views_shared_site_master.__BuildControlTitleContent(),2,0,0,0.37,0,App_Web_e03r53wt.dll
System.Web.Mvc.TagBuilder.SetInnerText(string),2,0,0,0,0,System.Web.WebPages.dll
System.Web.UI.LiteralControl..ctor(string),4,0,0,0,0,System.Web.dll
Resources.Global.get_RepAvgNoOfTagsPerConversation(),10,0,0,0,0,SmsFeedback_Take4.dll
"SmsFeedback_Take4.Controllers.ErrorLogController.LogDebug(string,string)",2,0,0,0.27,0,SmsFeedback_Take4.dll
System.Web.UI.TemplateControl.set_AppRelativeVirtualPath(string),1,0,0,0,0,System.Web.dll
"System.Web.Mvc.UrlHelper..ctor(class System.Web.Routing.RequestContext,class System.Web.Routing.RouteCollection)",12,0,0,0,0,System.Web.Mvc.dll
SmsFeedback_Take4.Models.AggregateSmsRepository.<UpdateConversationsFromExternalSources>b__2(class SmsFeedback_Take4.Models.WorkingPoint),4,0,0,0,0,SmsFeedback_Take4.dll
ASP.views_reports_index_aspx.__BuildControlTree(class ASP.views_reports_index_aspx),1,0,0,0.07,0,App_Web_jivbjkeg.dll
Resources.Global.get_RepPositiveNegativeTransitionsChartTitle(),10,0,0,0,0,SmsFeedback_Take4.dll
Resources.Global.get_RepMostUsedTag(),10,0,0,0,0,SmsFeedback_Take4.dll
System.Web.UI.HtmlControls.HtmlHead..ctor(string),2,0,0,0,0,System.Web.dll
Resources.Global.get_RepAvgNoOfSmsPerClient(),5,0,0,0,0,SmsFeedback_Take4.dll
<>f__AnonymousTyped`1.GetHashCode(),4,0,0,0,0,SmsFeedback_Take4.dll
System.Web.UI.TemplateControl.set_AppRelativeVirtualPath(string),1,0,0,0,0,System.Web.dll
System.Web.UI.Control.SetRenderMethodDelegate(class System.Web.UI.RenderMethod),5,0,0,0,0,System.Web.dll
Resources.Global.get_RepTooltipPosNegFeedbackEvolution(),5,0,0,0,0,SmsFeedback_Take4.dll
