Function Name,Number of Calls,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Avg Elapsed Inclusive Time,Avg Elapsed Exclusive Time,Module Name,
"SmsFeedback_EFModels.Conversation.get_Messages()",776,37.55,37.55,16.98,16.98,"SmsFeedback_EFModels.dll",
"System.Web.Mvc.Controller.ExecuteCore()",30,89.02,32.14,"1,041.15",375.91,"System.Web.Mvc.dll",
"System.Web.Security.Membership.ValidateUser(string,string)",1,8.68,8.68,"3,046.50","3,046.50","System.Web.dll",
"System.Web.Mvc.AreaRegistration.RegisterAllAreas()",1,4.38,4.38,"1,537.65","1,537.65","System.Web.Mvc.dll",
"System.Linq.Queryable.First(class System.Linq.IQueryable`1<!!0>)",26,3.97,3.97,53.62,53.62,"System.Core.dll",
"System.Linq.Queryable.Count(class System.Linq.IQueryable`1<!!0>)",10,2.71,2.71,95.11,95.11,"System.Core.dll",
"SmsFeedback_EFModels.WorkingPoint.get_Conversations()",30,2.00,2.00,23.41,23.41,"SmsFeedback_EFModels.dll",
"SmsFeedback_EFModels.Tag.get_TagTagTypes()",25,1.60,1.60,22.49,22.49,"SmsFeedback_EFModels.dll",
"System.Linq.Queryable.FirstOrDefault(class System.Linq.IQueryable`1<!!0>)",2,1.17,1.17,204.61,204.61,"System.Core.dll",
"System.Linq.Queryable.Where(class System.Linq.IQueryable`1<!!0>,class System.Linq.Expressions.Expression`1<class System.Func`2<!!0,bool>>)",31,0.82,0.82,9.31,9.31,"System.Core.dll",
"SmsFeedback_EFModels.smsfeedbackEntities..ctor()",29,0.73,0.73,8.87,8.87,"SmsFeedback_EFModels.dll",
"log4net.ILog.Error(object,class System.Exception)",3,0.56,0.56,64.93,64.93,"log4net.dll",
"System.Linq.Enumerable.Count(class System.Collections.Generic.IEnumerable`1<!!0>)",575,0.37,0.35,0.22,0.21,"System.Core.dll",
"System.Resources.ResourceManager.GetString(string,class System.Globalization.CultureInfo)",178,0.34,0.34,0.68,0.68,"mscorlib.dll",
"SmsFeedback_EFModels.User.get_Company()",2,0.31,0.31,54.71,54.71,"SmsFeedback_EFModels.dll",
"SmsFeedback_EFModels.Company.get_SubscriptionDetail()",2,0.29,0.29,51.16,51.16,"SmsFeedback_EFModels.dll",
"System.Web.Mvc.ViewPage.ProcessRequest(class System.Web.HttpContext)",1,1.02,0.23,357.96,80.64,"System.Web.Mvc.dll",
"SmsFeedback_Take4.Models.EFSmsRepository.GetWorkingPointsPerUser(string,class SmsFeedback_EFModels.smsfeedbackEntities)",5,2.65,0.17,185.87,12.25,"SmsFeedback_Take4.dll",
"System.Web.UI.Control.RenderControl(class System.Web.UI.HtmlTextWriter)",18,0.22,0.17,7.85,3.40,"System.Web.dll",
"SmsFeedback_EFModels.Company.get_Tags()",1,0.16,0.16,54.67,54.67,"SmsFeedback_EFModels.dll",
"SmsFeedback_EFModels.TagTagType.get_TagType()",2,0.15,0.15,26.66,26.66,"SmsFeedback_EFModels.dll",
"System.Web.Mvc.Html.InputExtensions.TextBoxFor(class System.Web.Mvc.HtmlHelper`1<!!0>,class System.Linq.Expressions.Expression`1<class System.Func`2<!!0,!!1>>,object)",1,0.13,0.13,46.35,45.57,"System.Web.Mvc.dll",
"System.Web.Security.FormsAuthentication.SetAuthCookie(string,bool)",1,0.10,0.10,33.41,33.41,"System.Web.dll",
"System.Web.UI.Control.RenderControl(class System.Web.UI.HtmlTextWriter)",4,0.45,0.09,156.46,7.83,"System.Web.dll",
"System.Data.Entity.Infrastructure.SqlConnectionFactory..ctor(string)",1,0.09,0.09,29.92,29.92,"EntityFramework.dll",
"System.Web.Mvc.ViewPage.ProcessRequest(class System.Web.HttpContext)",1,0.35,0.08,123.55,27.46,"System.Web.Mvc.dll",
"System.Web.Mvc.Html.FormExtensions.BeginForm(class System.Web.Mvc.HtmlHelper)",1,0.06,0.06,21.62,21.62,"System.Web.Mvc.dll",
"System.Web.Mvc.Html.RenderPartialExtensions.RenderPartial(class System.Web.Mvc.HtmlHelper,string)",2,0.07,0.06,11.47,10.33,"System.Web.Mvc.dll",
"System.Web.Mvc.RouteCollectionExtensions.IgnoreRoute(class System.Web.Routing.RouteCollection,string,object)",1,0.05,0.05,17.12,17.07,"System.Web.Mvc.dll",
"SmsFeedback_Take4.Models.EFSmsRepository.GetConversationsForNumbers(bool,string[],string[],valuetype System.Nullable`1<valuetype System.DateTime>,valuetype System.Nullable`1<valuetype System.DateTime>,bool,int32,int32,valuetype System.Nullable`1<valuetype System.DateTime>,string,class SmsFeedback_EFModels.smsfeedbackEntities)",1,0.70,0.05,245.58,16.89,"SmsFeedback_Take4.dll",
"System.Web.Mvc.UrlHelper.RouteUrl(string,class System.Web.Routing.RouteValueDictionary)",12,0.04,0.04,1.23,1.23,"System.Web.Mvc.dll",
"System.Web.Mvc.ViewPage.ProcessRequest(class System.Web.HttpContext)",1,0.11,0.04,38.03,12.50,"System.Web.Mvc.dll",
"System.Web.Mvc.Html.InputExtensions.CheckBoxFor(class System.Web.Mvc.HtmlHelper`1<!!0>,class System.Linq.Expressions.Expression`1<class System.Func`2<!!0,bool>>)",1,0.03,0.03,9.28,9.27,"System.Web.Mvc.dll",
"System.Collections.IEnumerator.MoveNext()","1,321",0.03,0.02,0.01,0.01,"mscorlib.dll",
"System.DateTime.ParseExact(string,string,class System.IFormatProvider)",26,0.02,0.02,0.28,0.28,"mscorlib.dll",
"SmsFeedback_Take4.Controllers.ReportsController.GetTotalNoOfSmsChartSource(string,string,string,string,string)",1,4.32,0.02,"1,515.39",7.38,"SmsFeedback_Take4.dll",
"System.Web.Mvc.AreaRegistration.RegisterAllAreas()",1,0.02,0.02,6.69,6.69,"System.Web.Mvc.dll",
"SmsFeedback_Take4.Controllers.ReportsController.GetReportById(int32)",2,0.02,0.02,3.94,3.16,"SmsFeedback_Take4.dll",
"log4net.ILog.Info(object)",10,0.02,0.02,0.60,0.60,"log4net.dll",
"System.Linq.Queryable.Select(class System.Linq.IQueryable`1<!!0>,class System.Linq.Expressions.Expression`1<class System.Func`2<!!0,!!1>>)",26,0.02,0.02,0.21,0.21,"System.Core.dll",
"System.Linq.Enumerable.ToDictionary(class System.Collections.Generic.IEnumerable`1<!!0>,class System.Func`2<!!0,!!1>,class System.Func`2<!!0,!!2>)",3,0.02,0.01,2.43,1.73,"System.Core.dll",
"System.Linq.Enumerable.Select(class System.Collections.Generic.IEnumerable`1<!!0>,class System.Func`2<!!0,!!1>)",210,0.01,0.01,0.02,0.02,"System.Core.dll",
"System.Web.HttpCookie..ctor(string,string)",30,0.01,0.01,0.14,0.14,"System.Web.dll",
"System.Web.UI.IParserAccessor.AddParsedSubObject(object)",4,0.01,0.01,1.02,1.02,"System.Web.dll",
"System.Web.Mvc.ViewPage`1..ctor()",1,0.01,0.01,4.02,4.02,"System.Web.Mvc.dll",
"System.Web.HttpServerUtility.MapPath(string)",66,0.01,0.01,0.05,0.05,"System.Web.dll",
"System.Web.Mvc.Html.InputExtensions.PasswordFor(class System.Web.Mvc.HtmlHelper`1<!!0>,class System.Linq.Expressions.Expression`1<class System.Func`2<!!0,!!1>>,object)",1,0.01,0.01,3.06,3.04,"System.Web.Mvc.dll",
"SmsFeedback_Take4.Utilities.EFInteraction.GetXmppConnectionDetailsPerUser(string,class SmsFeedback_EFModels.smsfeedbackEntities)",2,1.28,0.01,225.35,1.51,"SmsFeedback_Take4.dll",
"SmsFeedback_Take4.Models.EFSmsRepository.GetSpecialTags(string,class SmsFeedback_EFModels.smsfeedbackEntities)",1,1.61,0.01,564.23,3.00,"SmsFeedback_Take4.dll",
"System.Web.UI.Control.SetTraceData(object,object)",4,0.01,0.01,0.73,0.73,"System.Web.dll",
"SmsFeedback_Take4.Utilities.EFInteraction.GetCompanySubscriptionSMSStatus(string,class SmsFeedback_EFModels.smsfeedbackEntities)",2,2.03,0.01,355.85,1.43,"SmsFeedback_Take4.dll",
"SmsFeedback_Take4.Models.EFSmsRepository.NrOfUnreadConversations(string,class SmsFeedback_EFModels.smsfeedbackEntities)",3,0.33,0.01,38.05,0.95,"SmsFeedback_Take4.dll",
"System.Linq.Expressions.Expression.Lambda(class System.Linq.Expressions.Expression,class System.Linq.Expressions.ParameterExpression[])",90,0.01,0.01,0.03,0.03,"System.Core.dll",
"System.Web.Mvc.Html.ValidationExtensions.ValidationMessageFor(class System.Web.Mvc.HtmlHelper`1<!!0>,class System.Linq.Expressions.Expression`1<class System.Func`2<!!0,!!1>>)",2,0.01,0.01,1.37,1.37,"System.Web.Mvc.dll",
"System.Text.RegularExpressions.Regex.Replace(string,string)",2,0.01,0.01,1.26,1.26,"System.dll",
"SmsFeedback_Take4.Controllers.ReportsController.GetTotalNoOfClientsInfo(string,string,string,string)",2,0.95,0.01,165.79,1.19,"SmsFeedback_Take4.dll",
"System.Web.UI.MasterPage.InstantiateInContentPlaceHolder(class System.Web.UI.Control,class System.Web.UI.ITemplate)",10,0.01,0.01,0.30,0.22,"System.Web.dll",
"System.IO.File.GetLastWriteTime(string)",66,0.01,0.01,0.03,0.03,"mscorlib.dll",
"System.String.StartsWith(string)","2,188",0.01,0.01,0.00,0.00,"mscorlib.dll",
"System.Web.Mvc.UrlHelper.Content(string)",66,0.01,0.01,0.03,0.03,"System.Web.Mvc.dll",
"System.Web.Mvc.Html.ValidationExtensions.ValidationSummary(class System.Web.Mvc.HtmlHelper,bool,string)",1,0.01,0.01,2.12,2.12,"System.Web.Mvc.dll",
"SmsFeedback_EFModels.SubscriptionDetail.WarningsRequired()",2,0.01,0.01,1.06,1.06,"SmsFeedback_EFModels.dll",
"SmsFeedback_Take4.Utilities.EFInteraction.GetWorkingPointsForAUser(string,string,class SmsFeedback_EFModels.smsfeedbackEntities)",13,1.18,0.01,31.79,0.16,"SmsFeedback_Take4.dll",
"System.Reflection.FieldInfo.GetFieldFromHandle(valuetype System.RuntimeFieldHandle)",52,0.01,0.01,0.04,0.04,"mscorlib.dll",
"System.Linq.Enumerable.ElementAt(class System.Collections.Generic.IEnumerable`1<!!0>,int32)",3,0.01,0.01,0.69,0.69,"System.Core.dll",
"ASP.views_shared_site_master.__BuildControlTree(class ASP.views_shared_site_master)",2,0.03,0.01,4.51,1.00,"App_Web_yflvtg5g.dll",
"System.Web.Mvc.AjaxRequestExtensions.IsAjaxRequest(class System.Web.HttpRequestBase)",8,0.01,0.01,0.24,0.24,"System.Web.Mvc.dll",
"System.Linq.Enumerable.OrderByDescending(class System.Collections.Generic.IEnumerable`1<!!0>,class System.Func`2<!!0,!!1>)",1,0.01,0.01,1.94,1.94,"System.Core.dll",
"System.Web.Mvc.RouteCollectionExtensions.MapRoute(class System.Web.Routing.RouteCollection,string,string,object)",2,0.01,0.01,0.98,0.97,"System.Web.Mvc.dll",
"System.Linq.Expressions.Expression.Equal(class System.Linq.Expressions.Expression,class System.Linq.Expressions.Expression,bool,class System.Reflection.MethodInfo)",28,0.01,0.01,0.07,0.07,"System.Core.dll",
"System.Web.Mvc.RouteCollectionExtensions.MapRoute(class System.Web.Routing.RouteCollection,string,string,object,object)",1,0.01,0.01,2.05,1.91,"System.Web.Mvc.dll",
"ASP.views_shared_site_master.__BuildControl__control2()",2,0.01,0.00,2.54,0.87,"App_Web_yflvtg5g.dll",
"System.Text.RegularExpressions.Regex..ctor(string,valuetype System.Text.RegularExpressions.RegexOptions)",66,0.00,0.00,0.03,0.03,"System.dll",
"SmsFeedback_Take4.Controllers.ReportsController.<InitializeInterval>b__111(valuetype System.DateTime)",96,0.01,0.00,0.02,0.02,"SmsFeedback_Take4.dll",
"System.Web.UI.IAttributeAccessor.SetAttribute(string,string)",4,0.00,0.00,0.41,0.41,"System.Web.dll",
"System.Linq.Queryable.AsQueryable(class System.Collections.Generic.IEnumerable`1<!!0>)",2,0.00,0.00,0.81,0.81,"System.Core.dll",
"SmsFeedback_Take4.MvcApplication.Application_Start()",1,4.54,0.00,"1,592.71",1.58,"SmsFeedback_Take4.dll",
"System.Web.Mvc.Html.LabelExtensions.LabelFor(class System.Web.Mvc.HtmlHelper`1<!!0>,class System.Linq.Expressions.Expression`1<class System.Func`2<!!0,!!1>>)",1,0.00,0.00,1.53,1.53,"System.Web.Mvc.dll",
"System.Web.Mvc.RouteCollectionExtensions.MapRoute(class System.Web.Routing.RouteCollection,string,string,object,object)",1,0.00,0.00,1.55,1.53,"System.Web.Mvc.dll",
"System.Web.Mvc.UrlHelper.IsLocalUrl(string)",1,0.00,0.00,1.51,1.51,"System.Web.Mvc.dll",
"SmsFeedback_Take4.Controllers.ReportsController.GetAvgNoOfIncomingSmsPerClientInfo(string,string,string,string,string)",1,3.93,0.00,"1,377.36",1.50,"SmsFeedback_Take4.dll",
"System.Web.Mvc.AuthorizeAttribute.set_Roles(string)",7,0.00,0.00,0.21,0.21,"System.Web.Mvc.dll",
"SmsFeedback_Take4.Controllers.ReportsController.GetOutgoingSmsInfo(string,string,string,string,string)",1,5.58,0.00,"1,956.12",1.46,"SmsFeedback_Take4.dll",
"System.Data.Entity.Infrastructure.SqlConnectionFactory..ctor(string)",1,0.00,0.00,1.40,1.40,"EntityFramework.dll",
"SmsFeedback_Take4.Controllers.ReportsController.GetTotalNoOfSmsInfo(string,string,string,string,string)",1,4.13,0.00,"1,447.46",1.38,"SmsFeedback_Take4.dll",
"System.Data.Entity.DbContext.Dispose()",28,0.00,0.00,0.05,0.05,"EntityFramework.dll",
"System.Linq.Expressions.Expression.Property(class System.Linq.Expressions.Expression,class System.Reflection.MethodInfo)",6,0.00,0.00,0.22,0.22,"System.Core.dll",
"ASP.views_reports_index_aspx.FrameworkInitialize()",1,0.00,0.00,1.32,1.26,"App_Web_gsfdzgra.dll",
"SmsFeedback_Take4.Utilities.ViewExtensionMethods.ImageLink(class System.Web.Mvc.HtmlHelper,string,string,object,object,string,bool)",12,0.05,0.00,1.43,0.10,"SmsFeedback_Take4.dll",
"System.Web.Mvc.Html.LinkExtensions.ActionLink(class System.Web.Mvc.HtmlHelper,string,string,string,object,object)",1,0.00,0.00,1.20,1.19,"System.Web.Mvc.dll",
"ASP.views_shared_site_master.__BuildControl__control3()",2,0.01,0.00,1.42,0.55,"App_Web_yflvtg5g.dll",
"System.Web.Mvc.Controller.View()",3,0.00,0.00,0.35,0.35,"System.Web.Mvc.dll",
"System.Web.HttpResponseBase.SetCookie(class System.Web.HttpCookie)",30,0.00,0.00,0.03,0.03,"System.Web.dll",
"System.Web.UI.Page.AddWrappedFileDependencies(object)",1,0.00,0.00,0.92,0.92,"System.Web.dll",
"System.Linq.Enumerable.Where(class System.Collections.Generic.IEnumerable`1<!!0>,class System.Func`2<!!0,bool>)",731,0.00,0.00,0.00,0.00,"System.Core.dll",
"SmsFeedback_Take4.Controllers.ReportsController.GetIncomingOutgoingSmsChartSource(string,string,string,string,string)",1,3.69,0.00,"1,295.60",0.87,"SmsFeedback_Take4.dll",
"System.Linq.Expressions.Expression.GreaterThanOrEqual(class System.Linq.Expressions.Expression,class System.Linq.Expressions.Expression,bool,class System.Reflection.MethodInfo)",5,0.00,0.00,0.17,0.17,"System.Core.dll",
"System.Data.Entity.Database.set_DefaultConnectionFactory(class System.Data.Entity.Infrastructure.IDbConnectionFactory)",1,0.00,0.00,0.86,0.86,"EntityFramework.dll",
"SmsFeedback_Take4.Controllers.ReportsController.GetIncomingSmsInfo(string,string,string,string,string)",1,4.21,0.00,"1,478.02",0.85,"SmsFeedback_Take4.dll",
"System.Web.Mvc.RouteCollectionExtensions.IgnoreRoute(class System.Web.Routing.RouteCollection,string)",1,0.00,0.00,0.85,0.85,"System.Web.Mvc.dll",
"SmsFeedback_Take4.Controllers.ReportsController.GetReportsMenuItems()",1,0.00,0.00,1.00,0.85,"SmsFeedback_Take4.dll",
"System.Web.Mvc.Html.LinkExtensions.ActionLink(class System.Web.Mvc.HtmlHelper,string,string,string)",2,0.00,0.00,0.42,0.42,"System.Web.Mvc.dll",
"SmsFeedback_Take4.MvcApplication.Application_Start()",1,0.04,0.00,13.07,0.83,"SmsFeedback_Take4.dll",
"System.Data.Entity.Database.set_DefaultConnectionFactory(class System.Data.Entity.Infrastructure.IDbConnectionFactory)",1,0.00,0.00,0.83,0.83,"EntityFramework.dll",
"System.Linq.Enumerable.Take(class System.Collections.Generic.IEnumerable`1<!!0>,int32)",1,0.00,0.00,0.80,0.80,"System.Core.dll",
"System.Reflection.MethodBase.GetMethodFromHandle(valuetype System.RuntimeMethodHandle)",311,0.00,0.00,0.00,0.00,"mscorlib.dll",
"System.Web.Mvc.RouteCollectionExtensions.MapRoute(class System.Web.Routing.RouteCollection,string,string,object)",2,0.00,0.00,0.40,0.39,"System.Web.Mvc.dll",
"System.Web.Mvc.Html.LinkHelper.MenuLink(class System.Web.Mvc.HtmlHelper,string,string,string,string)",8,0.01,0.00,0.33,0.10,"SmsFeedback_Take4.dll",
"System.Linq.Expressions.Expression.Property(class System.Linq.Expressions.Expression,class System.Reflection.MethodInfo)",169,0.00,0.00,0.00,0.00,"System.Core.dll",
"SmsFeedback_Take4.Models.Helpers.ReportResource..ctor(string,string,class SmsFeedback_Take4.Models.Helpers.ReportResourceOptions,string)",60,0.00,0.00,0.02,0.01,"SmsFeedback_Take4.dll",
"SmsFeedback_Take4.Utilities.ViewExtensionMethods.UpdatedResourceLink(class System.Web.Mvc.UrlHelper,string)",6,0.01,0.00,0.64,0.12,"SmsFeedback_Take4.dll",
"System.Linq.Enumerable.GroupBy(class System.Collections.Generic.IEnumerable`1<!!0>,class System.Func`2<!!0,!!1>)",171,0.00,0.00,0.00,0.00,"System.Core.dll",
"SmsFeedback_Take4.Controllers.ReportsController.<>c__DisplayClass105.<ComputeNoOfIncomingSms>b__101(class SmsFeedback_EFModels.Message)",816,0.01,0.00,0.00,0.00,"SmsFeedback_Take4.dll",
"System.Web.Mvc.ViewUserControl.get_Html()",2,0.00,0.00,0.35,0.35,"System.Web.Mvc.dll",
"ASP.views_account_logon_aspx.__BuildControl__control2()",1,0.02,0.00,8.44,0.70,"App_Web_p4nolezm.dll",
"SmsFeedback_Take4.Controllers.ReportsController.<>c__DisplayClass10d.<ComputeNoOfOutgoingSms>b__108(class SmsFeedback_EFModels.Message)",816,0.01,0.00,0.00,0.00,"SmsFeedback_Take4.dll",
"System.Web.UI.TemplateControl.set_AppRelativeVirtualPath(string)",1,0.00,0.00,0.67,0.67,"System.Web.dll",
"SmsFeedback_Take4.Utilities.ViewExtensionMethods.ImageLink(class System.Web.Mvc.HtmlHelper,string,string,object,object,string,bool)",4,0.05,0.00,4.34,0.17,"SmsFeedback_Take4.dll",
"ASP.views_home_index_aspx.FrameworkInitialize()",1,0.01,0.00,1.85,0.67,"App_Web_lmlzbbtf.dll",
"SmsFeedback_Take4.Utilities.ViewExtensionMethods.ImageLink(class System.Web.Mvc.UrlHelper,string,string,string,string,string,object,string)",2,0.00,0.00,0.57,0.33,"SmsFeedback_Take4.dll",
"SmsFeedback_EFModels.Message.get_TimeReceived()","6,514",0.00,0.00,0.00,0.00,"SmsFeedback_EFModels.dll",
"System.Web.HttpUtility.HtmlEncode(string)",8,0.00,0.00,0.08,0.08,"System.Web.dll",
"MoveNext()",165,0.00,0.00,0.00,0.00,"SmsFeedback_Take4.dll",
"SmsFeedback_Take4.Models.AggregateSmsRepository..ctor(string)",1,0.00,0.00,0.64,0.64,"SmsFeedback_Take4.dll",
"System.Web.Mvc.Html.LinkHelper.MenuLink(class System.Web.Mvc.HtmlHelper,string,string,string,string)",8,0.01,0.00,0.41,0.08,"SmsFeedback_Take4.dll",
"System.Web.Mvc.Controller.Json(object,valuetype System.Web.Mvc.JsonRequestBehavior)",27,0.00,0.00,0.02,0.02,"System.Web.Mvc.dll",
"SmsFeedback_Take4.Controllers.ReportsController.PrepareJson(class System.Collections.Generic.List`1<class System.Collections.Generic.Dictionary`2<valuetype System.DateTime,class SmsFeedback_Take4.Models.Helpers.ChartValue>>,string)",2,0.01,0.00,1.26,0.31,"SmsFeedback_Take4.dll",
"System.Linq.Expressions.Expression.OrElse(class System.Linq.Expressions.Expression,class System.Linq.Expressions.Expression)",3,0.00,0.00,0.20,0.20,"System.Core.dll",
"System.Text.RegularExpressions.MatchCollection.get_Count()",66,0.00,0.00,0.01,0.01,"System.dll",
"System.Collections.Generic.Dictionary`2.get_Item(!0)",15,0.00,0.00,0.04,0.04,"mscorlib.dll",
"System.Linq.Expressions.Expression.Bind(class System.Reflection.MethodInfo,class System.Linq.Expressions.Expression)",64,0.00,0.00,0.01,0.01,"System.Core.dll",
"System.Web.Mvc.Controller.RedirectToAction(string,string)",1,0.00,0.00,0.55,0.55,"System.Web.Mvc.dll",
"System.Web.Mvc.RouteCollectionExtensions.IgnoreRoute(class System.Web.Routing.RouteCollection,string,object)",1,0.00,0.00,0.60,0.55,"System.Web.Mvc.dll",
"System.Math.Round(float64,int32)",4,0.00,0.00,0.13,0.13,"mscorlib.dll",
"System.Web.HttpServerUtility.set_ScriptTimeout(int32)",1,0.00,0.00,0.53,0.53,"System.Web.dll",
"SmsFeedback_Take4.Models.EFSmsRepository.GetConversationsForNumber(bool,string[],string,valuetype System.Nullable`1<valuetype System.DateTime>,valuetype System.Nullable`1<valuetype System.DateTime>,bool,int32,int32,valuetype System.Nullable`1<valuetype System.DateTime>,string,class SmsFeedback_EFModels.smsfeedbackEntities)",2,0.63,0.00,111.36,0.26,"SmsFeedback_Take4.dll",
